item_id,instrument,alpha,key,is_reverse_keyed,text,construct_reported,text.1,text_norm,is_empty
it_100935,Barchard2001,"0.64,0.80",1,False,Believe that the poor deserve our sympathy.,Empathy,,,True
it_100936,Barchard2001,"0.75,0.74",1,False,Can't help but look upset when something bad happens.,Negative Expressivity,,,True
it_100937,Barchard2001,"0.73,0.70",-1,True,Dislike being around happy people when I'm feeling sad.,Responsive Joy,,,True
it_100938,Barchard2001,"0.73,0.70",-1,True,Dislike children's birthday parties.,Responsive Joy,,,True
it_100939,Barchard2001,"0.64,0.80",-1,True,Don't like to get involved in other people's problems.,Empathy,,,True
it_100940,Barchard2001,"0.81,0.79",1,False,Express my affection physically.,Positive Expressivity,,,True
it_100941,Barchard2001,"0.81,0.79",1,False,Express my happiness in a childlike manner.,Positive Expressivity,,,True
it_100942,Barchard2001,"0.64,0.80",-1,True,Feel little concern for others.,Empathy,,,True
it_100943,Barchard2001,"0.73,0.70",1,False,Feel other people's joy.,Responsive Joy,,,True
it_100944,Barchard2001,"0.64,0.80",1,False,Feel sympathy for those who are worse off than myself.,Empathy,,,True
it_100945,Barchard2001,"0.81,0.79",-1,True,Find it difficult showing people that I care about them.,Positive Expressivity,,,True
it_100946,Barchard2001,"0.75,0.74",-1,True,Find it difficult showing people that I'm angry with them.,Negative Expressivity,,,True
it_100947,Barchard2001,"0.73,0.70",1,False,Find it hard to stay in a bad mood if the people around me are happy.,Responsive Joy,,,True
it_100948,Barchard2001,"0.73,0.70",1,False,Get caught up in the excitement when others are celebrating.,Responsive Joy,,,True
it_100949,Barchard2001,"0.81,0.79",-1,True,Have difficulty showing affection.,Positive Expressivity,,,True
it_100950,Barchard2001,"0.64,0.80",-1,True,Have little sympathy for the unemployed.,Empathy,,,True
it_100951,Barchard2001,"0.64,0.80",-1,True,Have no sympathy for criminals.,Empathy,,,True
it_100952,Barchard2001,"0.81,0.79",1,False,Hug my close friends.,Positive Expressivity,,,True
it_100953,Barchard2001,"0.75,0.74",-1,True,"Keep my feelings to myself, regardless of how scared I am.",Negative Expressivity,,,True
it_100954,Barchard2001,"0.75,0.74",-1,True,"Keep my feelings to myself, regardless of how unhappy I am.",Negative Expressivity,,,True
it_100955,Barchard2001,"0.81,0.79",-1,True,Keep my happy feelings to myself.,Positive Expressivity,,,True
it_100956,Barchard2001,"0.81,0.79",1,False,Laugh out loud if something is funny.,Positive Expressivity,,,True
it_100957,Barchard2001,"0.73,0.70",1,False,Like to watch children open presents.,Responsive Joy,,,True
it_100958,Barchard2001,"0.73,0.67",-1,True,Listen to my brain rather than my heart.,Emotion-based Decision-making,,,True
it_100959,Barchard2001,"0.73,0.67",1,False,Listen to my feelings when making important decisions.,Emotion-based Decision-making,,,True
it_100960,Barchard2001,"0.73,0.67",1,False,Listen to my heart rather than my brain.,Emotion-based Decision-making,,,True
it_100961,Barchard2001,"0.64,0.80",-1,True,Look down on any weakness.,Empathy,,,True
it_100962,Barchard2001,"0.73,0.67",-1,True,"Make decisions based on facts, not feelings.",Emotion-based Decision-making,,,True
it_100963,Barchard2001,"0.81,0.83",1,False,Notice my emotions.,Attention to Emotions,,,True
it_100964,Barchard2001,"0.81,0.83",-1,True,Often ignore my feelings.,Attention to Emotions,,,True
it_100965,Barchard2001,"0.81,0.83",1,False,Often stop to analyze how I'm feeling.,Attention to Emotions,,,True
it_100966,Barchard2001,"0.81,0.83",1,False,Pay a lot of attention to my feelings.,Attention to Emotions,,,True
it_100967,Barchard2001,"0.73,0.67",1,False,Plan my life based on how I feel.,Emotion-based Decision-making,,,True
it_100968,Barchard2001,"0.73,0.67",-1,True,Plan my life logically.,Emotion-based Decision-making,,,True
it_100969,Barchard2001,"0.81,0.83",-1,True,Rarely analyze my emotions.,Attention to Emotions,,,True
it_100970,Barchard2001,"0.59,0.63",-1,True,Rarely cry during sad movies.,Responsive Distress,,,True
it_100971,Barchard2001,"0.73,0.70",-1,True,Rarely get caught up in the excitement.,Responsive Joy,,,True
it_100972,Barchard2001,"0.81,0.83",-1,True,Rarely notice my emotional reactions.,Attention to Emotions,,,True
it_100973,Barchard2001,"0.75,0.74",-1,True,Rarely show my anger.,Negative Expressivity,,,True
it_100974,Barchard2001,"0.81,0.83",-1,True,Rarely think about how I feel.,Attention to Emotions,,,True
it_100975,Barchard2001,"0.59,0.63",-1,True,Remain calm during emergencies.,Responsive Distress,,,True
it_100976,Barchard2001,"0.75,0.74",1,False,Shout or scream when I'm angry.,Negative Expressivity,,,True
it_100977,Barchard2001,"0.75,0.74",1,False,Show my fear.,Negative Expressivity,,,True
it_100978,Barchard2001,"0.81,0.79",1,False,Show my feelings when I'm happy.,Positive Expressivity,,,True
it_100979,Barchard2001,"0.75,0.74",1,False,Show my sadness.,Negative Expressivity,,,True
it_100980,Barchard2001,"0.81,0.79",1,False,Sometimes laugh out loud when reading or watching TV.,Positive Expressivity,,,True
it_100981,Barchard2001,"0.59,0.63",1,False,Suffer from others' sorrows.,Responsive Distress,,,True
it_100982,Barchard2001,"0.75,0.74",1,False,Suspect that my facial expressions give me away when I feel sad.,Negative Expressivity,,,True
it_100983,Barchard2001,"0.64,0.80",1,False,Sympathize with the homeless.,Empathy,,,True
it_100984,Barchard2001,"0.81,0.83",1,False,Think about the causes of my emotions.,Attention to Emotions,,,True
it_100985,Barchard2001,"0.73,0.70",1,False,Usually end up laughing if the people around me are laughing.,Responsive Joy,,,True
it_100986,Barchard2001,"0.75,0.74",-1,True,Wish I could more easily show my negative feelings.,Negative Expressivity,,,True
it_100987,Barchard2001,"0.59,0.63",1,False,Would be upset if I saw an injured animal.,Responsive Distress,,,True
it_100988,BFAS,0.81,1,False,Always know what I am doing.,Industriousness,,,True
it_100989,BFAS,0.89,1,False,Am a person whose moods go up and down easily.,Neuroticism,,,True
it_100990,BFAS,0.89,1,False,Am a person whose moods go up and down easily.,Anger,,,True
it_100991,BFAS,0.89,1,False,Am afraid of many things.,Neuroticism,,,True
it_100992,BFAS,0.84,1,False,Am afraid of many things.,Anxiety,,,True
it_100993,BFAS,0.89,1,False,Am easily discouraged.,Neuroticism,,,True
it_100994,BFAS,0.84,1,False,Am easily discouraged.,Anxiety,,,True
it_100995,BFAS,0.81,-1,True,Am easily distracted.,Industriousness,,,True
it_100996,BFAS,0.89,1,False,Am filled with doubts about things.,Neuroticism,,,True
it_100997,BFAS,0.84,1,False,Am filled with doubts about things.,Anxiety,,,True
it_100998,BFAS,0.81,-1,True,Am hard to get to know.,Vitality/Enthusiasm/Zest,,,True
it_100999,BFAS,0.84,-1,True,Am indifferent to the feelings of others.,Compassion,,,True
it_101000,BFAS,0.81,-1,True,Am not a very enthusiastic person.,Vitality/Enthusiasm/Zest,,,True
it_101001,BFAS,0.89,-1,True,Am not easily annoyed.,Neuroticism,,,True
it_101002,BFAS,0.89,-1,True,Am not easily annoyed.,Anger,,,True
it_101003,BFAS,0.89,-1,True,Am not embarrassed easily.,Neuroticism,,,True
it_101004,BFAS,0.84,-1,True,Am not embarrassed easily.,Anxiety,,,True
it_101005,BFAS,0.84,-1,True,Am not interested in other people__ problems.,Compassion,,,True
it_101006,BFAS,0.75,-1,True,Am out for my own personal gain.,Positive Expressivity,,,True
it_101007,BFAS,0.84,1,False,Am quick to understand things.,Intellect,,,True
it_101008,BFAS,0.84,1,False,Am quick to understand things.,Intellect,,,True
it_101009,BFAS,0.85,1,False,Am the first to act.,Assertiveness,,,True
it_101010,BFAS,0.84,-1,True,Avoid difficult reading material.,Intellect,,,True
it_101011,BFAS,0.75,1,False,Avoid imposing my will on others.,Positive Expressivity,,,True
it_101012,BFAS,0.84,-1,True,Avoid philosophical discussions.,Intellect,,,True
it_101013,BFAS,0.84,-1,True,Avoid philosophical discussions.,Intellect,,,True
it_101014,BFAS,0.89,1,False,Become overwhelmed by events.,Neuroticism,,,True
it_101015,BFAS,0.84,1,False,Become overwhelmed by events.,Anxiety,,,True
it_101016,BFAS,0.78,1,False,Believe in the importance of art.,Intellect,,,True
it_101017,BFAS,0.78,1,False,Believe in the importance of art.,Aesthetic Appreciation/Artistic Interests,,,True
it_101018,BFAS,0.75,-1,True,Believe that I am better than others.,Positive Expressivity,,,True
it_101019,BFAS,0.89,1,False,Can be stirred up easily.,Neuroticism,,,True
it_101020,BFAS,0.89,1,False,Can be stirred up easily.,Anger,,,True
it_101021,BFAS,0.84,1,False,Can handle a lot of information.,Intellect,,,True
it_101022,BFAS,0.84,1,False,Can handle a lot of information.,Intellect,,,True
it_101023,BFAS,0.85,1,False,Can talk others into doing things.,Assertiveness,,,True
it_101024,BFAS,0.84,-1,True,Can__ be bothered with other__ needs.,Compassion,,,True
it_101025,BFAS,0.81,1,False,Carry out my plans.,Industriousness,,,True
it_101026,BFAS,0.89,1,False,Change my mood a lot.,Neuroticism,,,True
it_101027,BFAS,0.89,1,False,Change my mood a lot.,Anger,,,True
it_101028,BFAS,0.85,-1,True,Do not have an assertive personality.,Assertiveness,,,True
it_101029,BFAS,0.78,-1,True,Do not like poetry.,Intellect,,,True
it_101030,BFAS,0.78,-1,True,Do not like poetry.,Aesthetic Appreciation/Artistic Interests,,,True
it_101031,BFAS,0.84,-1,True,Don__ have a soft side.,Compassion,,,True
it_101032,BFAS,0.81,-1,True,Don__ put my mind on the task at hand.,Industriousness,,,True
it_101033,BFAS,0.78,1,False,Enjoy the beauty of nature.,Intellect,,,True
it_101034,BFAS,0.78,1,False,Enjoy the beauty of nature.,Aesthetic Appreciation/Artistic Interests,,,True
it_101035,BFAS,0.89,-1,True,Feel comfortable with myself.,Neuroticism,,,True
it_101036,BFAS,0.84,-1,True,Feel comfortable with myself.,Anxiety,,,True
it_101037,BFAS,0.84,1,False,Feel others_ emotions.,Compassion,,,True
it_101038,BFAS,0.89,1,False,Feel threatened easily.,Neuroticism,,,True
it_101039,BFAS,0.81,-1,True,Find it difficult to get down to work.,Industriousness,,,True
it_101040,BFAS,0.81,1,False,Finish what I start.,Industriousness,,,True
it_101041,BFAS,0.84,1,False,Formulate ideas clearly.,Intellect,,,True
it_101042,BFAS,0.84,1,False,Formulate ideas clearly.,Intellect,,,True
it_101043,BFAS,0.89,1,False,Get angry easily.,Neuroticism,,,True
it_101044,BFAS,0.89,1,False,Get angry easily.,Anger,,,True
it_101045,BFAS,0.78,1,False,Get deeply immersed in music.,Intellect,,,True
it_101046,BFAS,0.78,1,False,Get deeply immersed in music.,Aesthetic Appreciation/Artistic Interests,,,True
it_101047,BFAS,0.89,1,False,Get easily agitated.,Neuroticism,,,True
it_101048,BFAS,0.89,1,False,Get easily agitated.,Anger,,,True
it_101049,BFAS,0.81,1,False,Get things done quickly.,Industriousness,,,True
it_101050,BFAS,0.89,1,False,Get upset easily.,Neuroticism,,,True
it_101051,BFAS,0.89,1,False,Get upset easily.,Anger,,,True
it_101052,BFAS,0.75,1,False,Hate to seem pushy.,Positive Expressivity,,,True
it_101053,BFAS,0.81,1,False,Have a lot of fun.,Vitality/Enthusiasm/Zest,,,True
it_101054,BFAS,0.84,1,False,Have a rich vocabulary.,Intellect,,,True
it_101055,BFAS,0.85,1,False,Have a strong personality.,Assertiveness,,,True
it_101056,BFAS,0.84,-1,True,Have difficulty understanding abstract ideas.,Intellect,,,True
it_101057,BFAS,0.85,-1,True,Hold back my opinions.,Assertiveness,,,True
it_101058,BFAS,0.84,1,False,Inquire about others' well-being.,Compassion,,,True
it_101059,BFAS,0.75,-1,True,Insult people.,Positive Expressivity,,,True
it_101060,BFAS,0.89,-1,True,Keep my emotions under control.,Neuroticism,,,True
it_101061,BFAS,0.89,-1,True,Keep my emotions under control.,Anger,,,True
it_101062,BFAS,0.81,-1,True,Keep others at a distance.,Vitality/Enthusiasm/Zest,,,True
it_101063,BFAS,0.8,1,False,Keep things tidy.,Orderliness,,,True
it_101064,BFAS,0.85,1,False,Know how to captivate people.,Assertiveness,,,True
it_101065,BFAS,0.85,-1,True,Lack the talent for influencing people.,Assertiveness,,,True
it_101066,BFAS,0.81,1,False,Laugh a lot.,Vitality/Enthusiasm/Zest,,,True
it_101067,BFAS,0.84,-1,True,Learn things slowly.,Intellect,,,True
it_101068,BFAS,0.84,-1,True,Learn things slowly.,Intellect,,,True
it_101069,BFAS,0.84,1,False,Like to do things for others.,Compassion,,,True
it_101070,BFAS,0.84,1,False,Like to solve complex problems.,Intellect,,,True
it_101071,BFAS,0.84,1,False,Like to solve complex problems.,Intellect,,,True
it_101072,BFAS,0.75,-1,True,Love a good fight.,Positive Expressivity,,,True
it_101073,BFAS,0.78,1,False,Love to reflect on things.,Intellect,,,True
it_101074,BFAS,0.78,1,False,Love to reflect on things.,Aesthetic Appreciation/Artistic Interests,,,True
it_101075,BFAS,0.81,1,False,Make friends easily.,Vitality/Enthusiasm/Zest,,,True
it_101076,BFAS,0.81,-1,True,Mess things up.,Industriousness,,,True
it_101077,BFAS,0.78,1,False,Need a creative outlet.,Intellect,,,True
it_101078,BFAS,0.78,1,False,Need a creative outlet.,Aesthetic Appreciation/Artistic Interests,,,True
it_101079,BFAS,0.81,-1,True,Postpone decisions.,Industriousness,,,True
it_101080,BFAS,0.89,-1,True,Rarely feel depressed.,Neuroticism,,,True
it_101081,BFAS,0.84,-1,True,Rarely feel depressed.,Anxiety,,,True
it_101082,BFAS,0.81,-1,True,Rarely get caught up in the excitement.,Vitality/Enthusiasm/Zest,,,True
it_101083,BFAS,0.89,-1,True,Rarely get irritated.,Neuroticism,,,True
it_101084,BFAS,0.89,-1,True,Rarely get irritated.,Anger,,,True
it_101085,BFAS,0.89,-1,True,Rarely lose my composure.,Neuroticism,,,True
it_101086,BFAS,0.89,-1,True,Rarely lose my composure.,Anger,,,True
it_101087,BFAS,0.75,1,False,Rarely put people under pressure.,Positive Expressivity,,,True
it_101088,BFAS,0.75,1,False,Respect authority.,Positive Expressivity,,,True
it_101089,BFAS,0.81,-1,True,Reveal little about myself.,Vitality/Enthusiasm/Zest,,,True
it_101090,BFAS,0.78,1,False,See beauty in things that others might not notice.,Intellect,,,True
it_101091,BFAS,0.78,1,False,See beauty in things that others might not notice.,Aesthetic Appreciation/Artistic Interests,,,True
it_101092,BFAS,0.85,1,False,See myself as a good leader.,Assertiveness,,,True
it_101093,BFAS,0.75,-1,True,Seek conflict.,Positive Expressivity,,,True
it_101094,BFAS,0.78,-1,True,Seldom daydream.,Intellect,,,True
it_101095,BFAS,0.78,-1,True,Seldom daydream.,Aesthetic Appreciation/Artistic Interests,,,True
it_101096,BFAS,0.89,-1,True,Seldom feel blue.,Neuroticism,,,True
it_101097,BFAS,0.84,-1,True,Seldom feel blue.,Anxiety,,,True
it_101098,BFAS,0.78,-1,True,Seldom get lost in thought.,Intellect,,,True
it_101099,BFAS,0.78,-1,True,Seldom get lost in thought.,Aesthetic Appreciation/Artistic Interests,,,True
it_101100,BFAS,0.78,-1,True,Seldom notice the emotional aspects of paintings and pictures.,Intellect,,,True
it_101101,BFAS,0.78,-1,True,Seldom notice the emotional aspects of paintings and pictures.,Aesthetic Appreciation/Artistic Interests,,,True
it_101102,BFAS,0.81,1,False,Show my feelings when I'm happy.,Vitality/Enthusiasm/Zest,,,True
it_101103,BFAS,0.84,1,False,Sympathize with others_ feelings.,Compassion,,,True
it_101104,BFAS,0.75,-1,True,Take advantage of others.,Positive Expressivity,,,True
it_101105,BFAS,0.84,1,False,Take an interest in other people__ lives.,Compassion,,,True
it_101106,BFAS,0.84,-1,True,Take no time for others.,Compassion,,,True
it_101107,BFAS,0.84,1,False,Think quickly.,Intellect,,,True
it_101108,BFAS,0.84,1,False,Think quickly.,Intellect,,,True
it_101109,BFAS,0.8,1,False,Want every detail taken care of.,Orderliness,,,True
it_101110,BFAS,0.81,1,False,Warm up quickly to others.,Vitality/Enthusiasm/Zest,,,True
it_101111,BFAS,0.81,-1,True,Waste my time.,Industriousness,,,True
it_101112,BFAS,0.89,1,False,Worry about things.,Neuroticism,,,True
it_101113,BFAS-20,0.91,-1,True,Am a very private person.,Extraversion,,,True
it_101114,BFAS-20,0.88,1,False,Am always prepared.,Conscientiousness,,,True
it_101115,BFAS-20,0.91,-1,True,Am easily disturbed.,Emotional Stability,,,True
it_101116,BFAS-20,0.88,1,False,Am exacting in my work.,Conscientiousness,,,True
it_101117,BFAS-20,0.9,1,False,Am full of ideas.,Intellect,,,True
it_101118,BFAS-20,0.9,1,False,Am good at many things.,Intellect,,,True
it_101119,BFAS-20,0.88,-1,True,Am hard to get to know.,Agreeableness,,,True
it_101120,BFAS-20,0.88,-1,True,Am indifferent to the feelings of others.,Agreeableness,,,True
it_101121,BFAS-20,0.88,1,False,Am interested in people.,Agreeableness,,,True
it_101122,BFAS-20,0.88,-1,True,Am not really interested in others.,Agreeableness,,,True
it_101123,BFAS-20,0.88,1,False,Am on good terms with nearly everyone.,Agreeableness,,,True
it_101124,BFAS-20,0.91,-1,True,Am quiet around strangers.,Extraversion,,,True
it_101125,BFAS-20,0.91,1,False,Am the life of the party.,Extraversion,,,True
it_101126,BFAS-20,0.91,-1,True,Bottle up my feelings.,Extraversion,,,True
it_101127,BFAS-20,0.9,1,False,Catch on to things quickly.,Intellect,,,True
it_101128,BFAS-20,0.91,-1,True,Change my mood a lot.,Emotional Stability,,,True
it_101129,BFAS-20,0.88,1,False,Continue until everything is perfect.,Conscientiousness,,,True
it_101130,BFAS-20,0.9,-1,True,Do not have a good imagination.,Intellect,,,True
it_101131,BFAS-20,0.91,-1,True,Don't like to draw attention to myself.,Extraversion,,,True
it_101132,BFAS-20,0.91,1,False,Don't mind being the center of attention.,Extraversion,,,True
it_101133,BFAS-20,0.91,1,False,Feel at ease with people.,Extraversion,,,True
it_101134,BFAS-20,0.91,1,False,Feel comfortable around people.,Extraversion,,,True
it_101135,BFAS-20,0.88,-1,True,Feel little concern for others.,Agreeableness,,,True
it_101136,BFAS-20,0.91,-1,True,Feel threatened easily.,Emotional Stability,,,True
it_101137,BFAS-20,0.88,-1,True,Find it difficult to get down to work.,Conscientiousness,,,True
it_101138,BFAS-20,0.88,1,False,Follow a schedule.,Conscientiousness,,,True
it_101139,BFAS-20,0.91,-1,True,Get angry easily.,Emotional Stability,,,True
it_101140,BFAS-20,0.91,-1,True,Get caught up in my problems.,Emotional Stability,,,True
it_101141,BFAS-20,0.88,1,False,Get chores done right away.,Conscientiousness,,,True
it_101142,BFAS-20,0.91,-1,True,Get irritated easily.,Emotional Stability,,,True
it_101143,BFAS-20,0.91,-1,True,Get overwhelmed by emotions.,Emotional Stability,,,True
it_101144,BFAS-20,0.91,-1,True,Get upset easily.,Emotional Stability,,,True
it_101145,BFAS-20,0.91,-1,True,Grumble about things.,Emotional Stability,,,True
it_101146,BFAS-20,0.88,1,False,Have a good word for everyone.,Agreeableness,,,True
it_101147,BFAS-20,0.9,1,False,Have a vivid imagination.,Intellect,,,True
it_101148,BFAS-20,0.9,-1,True,Have difficulty imagining things.,Intellect,,,True
it_101149,BFAS-20,0.91,-1,True,Have little to say.,Extraversion,,,True
it_101150,BFAS-20,0.88,1,False,Inquire about others' well-being.,Agreeableness,,,True
it_101151,BFAS-20,0.91,1,False,Know how to captivate people.,Extraversion,,,True
it_101152,BFAS-20,0.88,1,False,Know how to comfort others.,Agreeableness,,,True
it_101153,BFAS-20,0.88,-1,True,Leave a mess in my room.,Conscientiousness,,,True
it_101154,BFAS-20,0.88,-1,True,Leave my belongings around.,Conscientiousness,,,True
it_101155,BFAS-20,0.88,1,False,Like to tidy up.,Conscientiousness,,,True
it_101156,BFAS-20,0.88,1,False,Love children.,Agreeableness,,,True
it_101157,BFAS-20,0.88,1,False,Love order and regularity.,Conscientiousness,,,True
it_101158,BFAS-20,0.88,1,False,Love to help others.,Agreeableness,,,True
it_101159,BFAS-20,0.9,1,False,Love to read challenging material.,Intellect,,,True
it_101160,BFAS-20,0.9,1,False,Love to think up new ways of doing things.,Intellect,,,True
it_101161,BFAS-20,0.88,-1,True,Make a mess of things.,Conscientiousness,,,True
it_101162,BFAS-20,0.88,1,False,Make plans and stick to them.,Conscientiousness,,,True
it_101163,BFAS-20,0.91,-1,True,Often feel uncomfortable around others.,Extraversion,,,True
it_101164,BFAS-20,0.91,-1,True,Panic easily.,Emotional Stability,,,True
it_101165,BFAS-20,0.91,1,False,Rarely get irritated.,Emotional Stability,,,True
it_101166,BFAS-20,0.91,1,False,Seldom get mad.,Emotional Stability,,,True
it_101167,BFAS-20,0.88,-1,True,Shirk my duties.,Conscientiousness,,,True
it_101168,BFAS-20,0.88,1,False,Show my gratitude.,Agreeableness,,,True
it_101169,BFAS-20,0.9,1,False,Spend time reflecting on things.,Intellect,,,True
it_101170,BFAS-20,0.91,1,False,Start conversations.,Extraversion,,,True
it_101171,BFAS-20,0.91,-1,True,Take offense easily.,Emotional Stability,,,True
it_101172,BFAS-20,0.88,1,False,Take time out for others.,Agreeableness,,,True
it_101173,BFAS-20,0.88,1,False,Think of others first.,Agreeableness,,,True
it_101174,BFAS-20,0.91,-1,True,Wait for others to lead the way.,Extraversion,,,True
it_101175,BFAS-20,0.88,-1,True,Waste my time.,Conscientiousness,,,True
it_101176,BFAS-20,0.91,-1,True,Worry about things.,Emotional Stability,,,True
it_101177,BIDR,0.87,1,False,Always admit it when I make a mistake.,Impression-Management,,,True
it_101178,BIDR,0.8,1,False,Always know why I do things.,Self-deception,,,True
it_101179,BIDR,0.79,-1,True,Always know why I do things.,Cognitive-Failures,,,True
it_101180,BIDR,0.87,-1,True,Am likely to show off if I get the chance.,Impression-Management,,,True
it_101181,BIDR,0.8,-1,True,Am not always honest with myself.,Self-deception,,,True
it_101182,BIDR,0.87,-1,True,Am not always what I appear to be.,Impression-Management,,,True
it_101183,BIDR,0.87,1,False,Believe there is never an excuse for lying.,Impression-Management,,,True
it_101184,BIDR,0.87,-1,True,Break rules.,Impression-Management,,,True
it_101185,BIDR,0.79,1,False,Can't make up my mind.,Cognitive-Failures,,,True
it_101186,BIDR,0.87,-1,True,Cheat to get ahead.,Impression-Management,,,True
it_101187,BIDR,0.8,-1,True,Dislike myself.,Self-deception,,,True
it_101188,BIDR,0.87,-1,True,Don't always practice what I preach.,Impression-Management,,,True
it_101189,BIDR,0.87,1,False,Easily resist temptations.,Impression-Management,,,True
it_101190,BIDR,0.8,1,False,Feel comfortable with myself.,Self-deception,,,True
it_101191,BIDR,0.87,-1,True,Get back at others.,Impression-Management,,,True
it_101192,BIDR,0.79,1,False,Get confused easily.,Cognitive-Failures,,,True
it_101193,BIDR,0.8,-1,True,Have a low opinion of myself.,Self-deception,,,True
it_101194,BIDR,0.79,1,False,Have difficulty keeping things in mind.,Cognitive-Failures,,,True
it_101195,BIDR,0.87,-1,True,Have sometimes had to tell a lie.,Impression-Management,,,True
it_101196,BIDR,0.8,1,False,Just know that I will be a success.,Self-deception,,,True
it_101197,BIDR,0.8,1,False,Know that my decisions are correct.,Self-deception,,,True
it_101198,BIDR,0.79,1,False,Let my attention wander off.,Cognitive-Failures,,,True
it_101199,BIDR,0.8,1,False,Like to take responsibility for making decisions.,Self-deception,,,True
it_101200,BIDR,0.79,-1,True,Like to take responsibility for making decisions.,Cognitive-Failures,,,True
it_101201,BIDR,0.87,-1,True,Misuse power.,Impression-Management,,,True
it_101202,BIDR,0.79,1,False,Often forget things.,Cognitive-Failures,,,True
it_101203,BIDR,0.79,-1,True,Pay attention to details.,Cognitive-Failures,,,True
it_101204,BIDR,0.87,1,False,Rarely overindulge.,Impression-Management,,,True
it_101205,BIDR,0.87,1,False,Rarely talk about sex.,Impression-Management,,,True
it_101206,BIDR,0.79,-1,True,Remain calm under pressure.,Cognitive-Failures,,,True
it_101207,BIDR,0.87,1,False,Return extra change when a cashier makes a mistake.,Impression-Management,,,True
it_101208,BIDR,0.8,-1,True,Sometimes have trouble making up my mind.,Self-deception,,,True
it_101209,BIDR,0.79,1,False,Spill things.,Cognitive-Failures,,,True
it_101210,BIDR,0.87,1,False,Tell the truth.,Impression-Management,,,True
it_101211,BIDR,0.87,1,False,Try to follow the rules.,Impression-Management,,,True
it_101212,BIDR,0.87,-1,True,Use flattery to get ahead.,Impression-Management,,,True
it_101213,BIDR,0.87,-1,True,Use swear words.,Impression-Management,,,True
it_101214,BIDR,0.8,-1,True,Worry about what people think of me.,Self-deception,,,True
it_101215,BIDR,0.87,1,False,Would never cheat on my taxes.,Impression-Management,,,True
it_101216,BIDR,0.87,1,False,Would never take things that aren't mine.,Impression-Management,,,True
it_101217,BIS_BAS,1994,1,False,Am afraid that I will do the wrong thing.,Behavioral Inhibition/Activation System,,,True
it_101218,BIS_BAS,1994,1,False,Am always worried about something.,Behavioral Inhibition/Activation System,,,True
it_101219,BIS_BAS,1994,1,False,Am always worried about something.,Anxiety,,,True
it_101220,BIS_BAS,0.68,1,False,Am eager to soothe hurt feelings.,Excitement-seeking,,,True
it_101221,BIS_BAS,1994,1,False,Am easily hurt.,Behavioral Inhibition/Activation System,,,True
it_101222,BIS_BAS,0.77,-1,True,Am not an extraordinary person.,Ambition/Drive,,,True
it_101223,BIS_BAS,1994,-1,True,Am not embarrassed easily.,Behavioral Inhibition/Activation System,,,True
it_101224,BIS_BAS,0.77,-1,True,Am not highly motivated to succeed.,Ambition/Drive,,,True
it_101225,BIS_BAS,0.79,1,False,Am willing to try anything once.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_101226,BIS_BAS,0.79,-1,True,Avoid dangerous situations.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_101227,BIS_BAS,1994,1,False,Become overwhelmed by events.,Behavioral Inhibition/Activation System,,,True
it_101228,BIS_BAS,1994,1,False,Begin to panic when there is danger.,Behavioral Inhibition/Activation System,,,True
it_101229,BIS_BAS,1994,1,False,Begin to panic when there is danger.,Anxiety,,,True
it_101230,BIS_BAS,0.79,1,False,Do crazy things.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_101231,BIS_BAS,0.68,-1,True,Don't get excited about things.,Excitement-seeking,,,True
it_101232,BIS_BAS,0.79,1,False,Enjoy being reckless.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_101233,BIS_BAS,0.68,1,False,Feel excited or happy for no apparent reason.,Excitement-seeking,,,True
it_101234,BIS_BAS,0.68,1,False,Get caught up in the excitement when others are celebrating.,Excitement-seeking,,,True
it_101235,BIS_BAS,0.68,1,False,Get so happy or energetic that I am almost giddy.,Excitement-seeking,,,True
it_101236,BIS_BAS,1994,1,False,Get stressed out easily.,Behavioral Inhibition/Activation System,,,True
it_101237,BIS_BAS,1994,1,False,Get stressed out easily.,Anxiety,,,True
it_101238,BIS_BAS,0.77,-1,True,Hate being the center of attention.,Ambition/Drive,,,True
it_101239,BIS_BAS,0.77,1,False,Have a strong need for power.,Ambition/Drive,,,True
it_101240,BIS_BAS,0.79,1,False,Have persuaded others to do something really adventurous or crazy.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_101241,BIS_BAS,0.77,1,False,Know how to get around the rules.,Ambition/Drive,,,True
it_101242,BIS_BAS,0.79,1,False,Like to act on a whim.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_101243,BIS_BAS,0.79,1,False,Like to behave spontaneously.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_101244,BIS_BAS,0.77,1,False,Like to show off my body.,Ambition/Drive,,,True
it_101245,BIS_BAS,1994,1,False,Often worry about things that turn out to be unimportant.,Behavioral Inhibition/Activation System,,,True
it_101246,BIS_BAS,1994,1,False,Often worry about things that turn out to be unimportant.,Anxiety,,,True
it_101247,BIS_BAS,0.79,1,False,Prefer friends who are excitingly unpredictable.,Risk-taking/Sensation-Seeking/Thrill-Seeking,,,True
it_101248,BIS_BAS,0.77,1,False,Push myself very hard to succeed.,Ambition/Drive,,,True
